"exc","inh","means","vars"
0.01,0.05,NaN,NaN
0.06,0.05,5.872406294269558,42.969591545610896
0.11,0.05,0.639124768181674,3.8749449936439038
0.16,0.05,1.9418636812356316,10.03504830570587
0.015,0.05,NaN,NaN
0.065,0.05,4.116836206581241,112.89425606822786
0.115,0.05,1.5635639962147085,5.840335339147843
0.165,0.05,0.31668651032706785,2.52848537531465
0.02,0.05,NaN,NaN
0.07,0.05,3.0570857657563577,106.22040119247161
0.12,0.05,2.312654392662796,17.291024610680925
0.17,0.05,0.09658726880026787,0.9602125425630138
0.025,0.05,NaN,NaN
0.075,0.05,4.410303811697877,103.70933686283196
0.125,0.05,2.0968462075425762,16.041309871384748
0.175,0.05,0.10856907345055401,0.8263719353388624
0.03,0.05,NaN,NaN
0.08,0.05,4.456320795926889,105.5749010975193
0.13,0.05,4.887294335343651,31.862782217933084
0.18,0.05,0.09782765993412908,0.9884311461699201
0.035,0.05,NaN,NaN
0.085,0.05,3.246595810427692,39.973563437218864
0.135,0.05,2.369301630560425,18.109520604132516
0.185,0.05,0.09954228128896825,0.603560762153271
0.04,0.05,NaN,NaN
0.09,0.05,3.566679933824789,47.370631361116445
0.14,0.05,3.6703989850113525,21.20617899163838
0.19,0.05,0.09867455737978036,0.6058088044349859
0.045,0.05,NaN,NaN
0.095,0.05,2.022297972734288,22.964335122341748
0.145,0.05,4.444740136473259,25.62910239978785
0.195,0.05,0.12842732650813266,0.641992281735832
0.05,0.05,0.3703078363327123,0.07687415509092567
0.1,0.05,0.6722389561372274,4.702377369459048
0.15,0.05,4.190713550883734,24.16745532393704
0.055,0.05,12.490338107222028,110.18673083805938
0.2,0.05,0.13794965898960868,0.7643215061543308
0.105,0.05,1.0946458530847936,6.303593043128141
0.155,0.05,4.067084092624987,19.97370378474138
0.01,0.055,NaN,NaN
0.11,0.055,1.3411091202008802,7.626017787077697
0.16,0.055,1.127405878980525,5.242634562584937
0.06,0.055,5.940691070163729,42.165355105829924
0.015,0.055,NaN,NaN
0.115,0.055,1.7366357592723465,6.391622996142318
0.065,0.055,7.292955934860579,88.80792652743875
0.165,0.055,0.10942195428702514,0.6447311008937288
0.02,0.055,NaN,NaN
0.12,0.055,1.8667661002171425,11.774557507328195
0.07,0.055,3.5352762849751,134.81507930221693
0.17,0.055,0.15941412602482422,0.83205654545753
0.025,0.055,NaN,NaN
0.125,0.055,2.46817279902147,20.1855699643388
0.075,0.055,4.402286722287826,104.4099081910555
0.175,0.055,0.10856907345055401,0.8263719353388624
0.03,0.055,NaN,NaN
0.08,0.055,4.431196378038325,79.55674722971625
0.13,0.055,1.1617077781214955,6.990079476179931
0.18,0.055,0.09570306086073076,1.0214965673476328
0.035,0.055,NaN,NaN
0.085,0.055,4.197289495931315,67.81989101724129
0.135,0.055,5.349199936982556,33.20871574712505
0.185,0.055,0.13601446455843264,0.8019366776251192
0.04,0.055,NaN,NaN
0.09,0.055,4.532257036122006,60.253855180568685
0.14,0.055,6.49872153292692,35.459624058671515
0.19,0.055,0.09901448229146928,0.6004699513006954
0.045,0.055,NaN,NaN
0.095,0.055,4.788168264035339,62.78210542764014
0.145,0.055,1.6343331354959585,11.431012317265317
0.195,0.055,0.2594361958059112,2.9691917610043155
0.05,0.055,0.34098910131801347,0.06604186892018853
0.1,0.055,1.0190280696130753,7.08896804671194
0.15,0.055,3.8752180826754214,20.759870158516524
0.055,0.055,7.931368250701119,95.89238927422149
0.2,0.055,0.20917543933176472,1.703209267521871
0.105,0.055,0.6942821232575122,8.874118319517594
0.155,0.055,2.728884038255248,16.360083347353385
0.01,0.06,NaN,NaN
0.16,0.06,1.3361857089859026,5.95894685872226
0.11,0.06,1.3568458663331584,8.267825456866646
0.06,0.06,6.182167432088262,37.66381855722526
0.015,0.06,NaN,NaN
0.065,0.06,7.571235936475779,102.77805155082488
0.115,0.06,2.0835285182392003,13.216657683351086
0.165,0.06,0.14470798157764903,0.668566710992093
0.02,0.06,NaN,NaN
0.07,0.06,4.286258966107148,158.38605101560182
0.12,0.06,1.6918055238427818,12.31919983919829
0.17,0.06,0.11499370744199298,0.7245011860664597
0.025,0.06,NaN,NaN
0.075,0.06,4.312781569126949,98.79636634631495
0.125,0.06,2.412033605517648,17.78484952313004
0.175,0.06,0.10856907345055401,0.8263719353388624
0.03,0.06,NaN,NaN
0.08,0.06,4.3846706415667125,84.19656878246299
0.13,0.06,4.439677585982343,27.97613462452075
0.18,0.06,0.20267706069288996,1.744013640411347
0.035,0.06,NaN,NaN
0.085,0.06,1.2251024781621975,14.266078533609003
0.135,0.06,6.163618162425483,38.633368851397115
0.185,0.06,0.15040801038225796,1.1085054389048585
0.04,0.06,NaN,NaN
0.09,0.06,3.357011905625751,43.16734974008127
0.14,0.06,2.1656654439190315,14.271596719829445
0.19,0.06,0.10997801111390083,0.6609146502004452
0.045,0.06,NaN,NaN
0.095,0.06,5.512565861951339,82.29362497558807
0.145,0.06,3.560867701889061,18.351973564473923
