"exc","inh","means","vars"
0.035,0.075,NaN,NaN
0.085,0.075,0.1688409862704898,0.020304232281274006
0.14,0.075,0.11577562208418014,0.007922698344387033
0.04,0.075,NaN,NaN
0.19,0.075,0.2383294944105103,0.016369203155514708
0.09,0.075,0.27071751001402894,0.043585256769595064
0.145,0.075,0.11950549898602855,0.007977723039956487
0.095,0.075,0.2148833305551168,0.025335076951965903
0.045,0.075,NaN,NaN
0.195,0.075,0.2451287350620131,0.016248369277656095
0.05,0.075,0.6492880849721416,0.31560645581711816
0.2,0.075,0.2483903051308662,0.017472355341226795
0.1,0.075,0.13961972925365812,0.010840856837881057
0.15,0.075,0.11948386888894647,0.008656871351219
0.055,0.075,0.637833338106932,0.3001029974396211
0.105,0.075,0.09422799801629303,0.00481460428380178
0.155,0.075,0.11186520942393582,0.007475112039706107
0.11,0.08,0.108082430181373,0.006613036238334798
0.01,0.08,NaN,NaN
0.06,0.08,0.2493987963858955,0.04256065638052913
0.16,0.08,0.21370098564843035,0.030256745934842226
0.065,0.08,0.2657569207824452,0.041433251351399907
0.015,0.08,NaN,NaN
0.115,0.08,0.11433966757980314,0.007956195643401488
0.165,0.08,0.24956092569499017,0.03419675302382339
0.07,0.08,0.19924472082704564,0.02370490878766604
0.02,0.08,NaN,NaN
0.17,0.08,0.18598739296883426,0.018348871515677597
0.12,0.08,0.15630125610898982,0.013188421700756339
0.075,0.08,0.15621909994594826,0.014095567358025881
0.025,0.08,NaN,NaN
0.175,0.08,0.16488885111825827,0.015486394817807178
0.125,0.08,0.192313719305406,0.018686000596738434
0.03,0.08,NaN,NaN
0.08,0.08,0.2107571605940037,0.026383969822169857
0.18,0.08,0.1829190779077208,0.015992715808289405
0.13,0.08,0.1604698071978267,0.014735764388125036
0.035,0.08,NaN,NaN
0.085,0.08,0.19104623771512666,0.02812527172664429
0.185,0.08,0.21691594867320882,0.016749281205197177
0.135,0.08,0.12702316289901144,0.00931180895652783
0.04,0.08,NaN,NaN
0.09,0.08,0.2743046738711276,0.0470556248028383
0.19,0.08,0.23952400348089675,0.01720985444245076
0.14,0.08,0.12130180138602774,0.008725190724674025
0.095,0.08,0.21302561845912882,0.024984393356593446
0.045,0.08,0.7605235690979626,0.3971807403396056
0.195,0.08,0.24650800773231954,0.01617060801743266
0.145,0.08,0.12508061208076782,0.008838794974687845
0.05,0.08,0.6562152710697932,0.2892337364853624
0.1,0.08,0.14668366918725775,0.011389749489679987
0.2,0.08,0.24820494741397767,0.017013263170772033
0.15,0.08,0.11558889764997485,0.008547178100386955
0.155,0.08,0.10566428691021815,0.006454456478224238
0.055,0.08,0.5063110609280882,0.1921863803857522
0.105,0.08,0.08931183075839731,0.004820107889000736
0.01,0.085,NaN,NaN
0.06,0.085,0.26485341421262043,0.05146777385643636
0.11,0.085,0.10496791868042181,0.00630039456250415
0.16,0.085,0.20490061237011076,0.024228082895493195
0.065,0.085,0.27138169327326545,0.03986055116153979
0.015,0.085,NaN,NaN
0.115,0.085,0.11273819131590349,0.007439005808705342
0.165,0.085,0.22865727110635695,0.03007365801028817
0.02,0.085,NaN,NaN
0.07,0.085,0.19566383180583427,0.021860480017818686
0.12,0.085,0.15198625677442015,0.01245799633375227
0.17,0.085,0.17586045179248705,0.0180589205127617
0.025,0.085,NaN,NaN
0.075,0.085,0.15403363986396432,0.013623555239588919
0.125,0.085,0.18748329650448947,0.017627234202045088
0.175,0.085,0.1708262462741367,0.016208119974185364
0.03,0.085,NaN,NaN
0.08,0.085,0.19647424519158121,0.022799998179809912
0.13,0.085,0.14871490104000035,0.01258857911036455
0.18,0.085,0.1838589104921276,0.01755261607439666
0.035,0.085,NaN,NaN
0.135,0.085,0.12638466657705918,0.009084745930886848
0.085,0.085,0.20503914996144604,0.028441201466800754
0.185,0.085,0.22126875584221134,0.01753022273778264
0.04,0.085,NaN,NaN
0.14,0.085,0.12893957425593833,0.008893432315834993
0.09,0.085,0.26935150724281376,0.03830625267134552
0.19,0.085,0.24394071729837633,0.01759140048896339
0.045,0.085,0.36466887255764296,0.06757474292557411
0.145,0.085,0.1245501686220801,0.009747710890436403
0.095,0.085,0.22754316136146735,0.027003633515360292
0.195,0.085,0.24552108426793967,0.016964982983561902
0.15,0.085,0.11446867363000887,0.00846314733712696
0.05,0.085,0.7582900502822681,0.38019908667081437
0.2,0.085,0.2474967688265997,0.017291540519991825
0.1,0.085,0.14471610699092943,0.011446032846380698
0.105,0.085,0.08821195926766365,0.0041014455288527095
0.055,0.085,0.4245193407640156,0.14453185126531215
0.155,0.085,0.11028915158815851,0.007235493413222972
0.01,0.09,NaN,NaN
0.11,0.09,0.09553674354318695,0.005343510680341518
0.06,0.09,0.25180698204160035,0.04401272180855877
0.16,0.09,0.19572598465821023,0.022598576490792062
0.115,0.09,0.11423153322253103,0.007561462609983464
0.015,0.09,NaN,NaN
0.065,0.09,0.25555230972002985,0.0361218851296803
0.165,0.09,0.2363896302150237,0.030033398973932
0.07,0.09,0.20859335010338756,0.025487932696858902
0.02,0.09,NaN,NaN
0.12,0.09,0.1427340793737854,0.01120135108734376
0.17,0.09,0.1655288123295655,0.015961592988508324
0.025,0.09,NaN,NaN
0.125,0.09,0.17618323705860034,0.015309124748473181
0.075,0.09,0.16818553584722956,0.016410096021622744
0.175,0.09,0.17663099533004425,0.017715876608411143
0.13,0.09,0.1382649144577265,0.011773747175947525
0.03,0.09,NaN,NaN
0.18,0.09,0.18282790693030254,0.0169250258160799
0.08,0.09,0.19366082777988194,0.01959646131855444
0.035,0.09,NaN,NaN
0.135,0.09,0.1198571493815298,0.007860604871347533
0.185,0.09,0.21824416981904943,0.017219509198421714
0.085,0.09,0.21104460421793475,0.027783241921954926
0.19,0.09,0.24292117950394412,0.019686602413022804
0.14,0.09,0.1331563176035142,0.00986028279274072
0.04,0.09,NaN,NaN
0.09,0.09,0.2488245641586754,0.034865216962323135
0.195,0.09,0.24680118759919312,0.017361586329382832
0.145,0.09,0.13021846286161495,0.009749328837049931
0.045,0.09,NaN,NaN
0.095,0.09,0.22835196317361245,0.02889442105284241
0.2,0.09,0.24564855933983146,0.016983278327491927
0.15,0.09,0.11027584908530634,0.0075016837775444606
0.1,0.09,0.1486341589823403,0.012270465414188013
0.05,0.09,0.5584293648365012,0.22892348353238293
0.155,0.09,0.1055868116622395,0.006878551211968303
0.105,0.09,0.09192975041779719,0.004693135097620418
0.055,0.09,0.3992317174077072,0.09206356212784086
0.16,0.095,0.19775061535794294,0.023993056635659298
0.01,0.095,NaN,NaN
0.06,0.095,0.26327998851010165,0.047338142183739
0.11,0.095,0.10405560004895967,0.006289664114124368
0.015,0.095,NaN,NaN
0.165,0.095,0.22607948158700839,0.028703558283353515
0.065,0.095,0.26887838177613804,0.043408301380974075
0.115,0.095,0.10793990191086282,0.0065098607546631845
0.07,0.095,0.2077661068500955,0.02518466940316313
0.17,0.095,0.16867923215125805,0.017526523245954297
0.02,0.095,NaN,NaN
0.12,0.095,0.14325523337852733,0.01146144935065817
0.025,0.095,NaN,NaN
0.075,0.095,0.1586384163400282,0.015346209081647676
0.175,0.095,0.1772560534594863,0.01778112263547952
0.125,0.095,0.17451603411091285,0.01343513777997706
0.08,0.095,0.1917373826957082,0.022410498118999127
0.18,0.095,0.18938982210047478,0.018336427984201476
0.03,0.095,NaN,NaN
0.13,0.095,0.13267343211366361,0.010413710616692265
0.185,0.095,0.2208460198210751,0.01992407823533826
0.085,0.095,0.21484953460573158,0.02928487828148819
0.135,0.095,0.11654710337701005,0.0078393353123526
0.035,0.095,NaN,NaN
0.19,0.095,0.24168310849285982,0.020195026106800264
0.09,0.095,0.2822619582784121,0.04656046476091076
0.14,0.095,0.1319595094873577,0.00969133351464403
0.04,0.095,NaN,NaN
0.095,0.095,0.22890829770666993,0.02978622766610656
0.195,0.095,0.24231059155669832,0.01674849624066332
0.145,0.095,0.13097631801560755,0.010312464920519142
0.045,0.095,0.9596047229435172,0.5818712270980214
0.2,0.095,0.24816353056830956,0.017722974551236156
0.15,0.095,0.11370792828188374,0.007872636857361922
0.1,0.095,0.15026849209036544,0.012330421015219289
0.05,0.095,0.5869219113163061,0.25276407452977084
0.155,0.095,0.10671772313798254,0.007075416476283526
0.105,0.095,0.08707062985339299,0.004510027429194571
0.055,0.095,0.3846609996641611,0.0849808572583938
0.01,0.1,NaN,NaN
0.11,0.1,0.09505953438018473,0.0051579594451667075
0.06,0.1,0.26206186670259857,0.04629407054471174
0.16,0.1,0.18966272993161346,0.021600561397599517
0.115,0.1,0.10406657141829707,0.006038753727456102
0.065,0.1,0.2609398737631682,0.0416585037873805
0.015,0.1,NaN,NaN
0.165,0.1,0.20635117802311526,0.02559690727182944
0.07,0.1,0.21256841365732818,0.02615627052318606
0.12,0.1,0.13716735780305317,0.009568559876063915
0.02,0.1,NaN,NaN
0.17,0.1,0.16847227035162074,0.016724911790901853
0.075,0.1,0.16693344147790903,0.017051903870904554
0.125,0.1,0.1764377026391226,0.015171769901281088
0.025,0.1,NaN,NaN
0.175,0.1,0.1762775757994806,0.017730376569422713
0.03,0.1,NaN,NaN
0.13,0.1,0.12040414957440501,0.008039205133230639
0.08,0.1,0.17880053661236112,0.018115628937016497
0.18,0.1,0.19281672640334252,0.020225894558291695
0.135,0.1,0.10496621221211735,0.006262282265107712
0.035,0.1,NaN,NaN
0.085,0.1,0.22287274949347638,0.028964772494868778
0.185,0.1,0.22342173293924228,0.022469798037414352
0.04,0.1,NaN,NaN
0.09,0.1,0.27790054047433643,0.04436483987953153
0.14,0.1,0.12368780207951106,0.009583841851764646
0.19,0.1,0.23075693204661735,0.02024854800914298
0.045,0.1,NaN,NaN
0.095,0.1,0.24359231358320146,0.03263537988017202
0.145,0.1,0.1357838848907314,0.011904557751594656
0.195,0.1,0.24116602783590488,0.018443508199571086
0.1,0.1,0.15318393744282005,0.012270874812613079
0.05,0.1,0.5067170887639615,0.1699392359993956
0.15,0.1,0.11302177009019979,0.008204920553544933
0.2,0.1,0.24368545403183958,0.01815106506689605
0.055,0.1,0.3943187951184005,0.09060268729421814
0.105,0.1,0.08612025167880943,0.0042670928016854985
0.155,0.1,0.1081689647620484,0.007311986750776421
0.11,0.105,0.0914462080614112,0.004984202248783592
0.06,0.105,0.24709304501458246,0.041479743068201305
0.01,0.105,NaN,NaN
0.16,0.105,0.1907830349276281,0.021336901834751055
0.115,0.105,0.10630964492602595,0.0064111160223900825
0.015,0.105,NaN,NaN
0.165,0.105,0.19975299854290532,0.023300056691057804
0.065,0.105,0.25315447040848216,0.038437812543778725
0.07,0.105,0.21911284512129928,0.027447399007159735
0.17,0.105,0.16541350354552561,0.015721534611886998
0.12,0.105,0.13781203719992388,0.00961893542590254
0.02,0.105,NaN,NaN
0.075,0.105,0.16874987183762555,0.016348707772730908
0.175,0.105,0.1725179414816899,0.017151004334115528
0.125,0.105,0.16404292184398653,0.012113050494483383
0.025,0.105,NaN,NaN
0.18,0.105,0.18579449479427484,0.01913164042131321
0.08,0.105,0.1655617832584718,0.016508963341735478
0.03,0.105,NaN,NaN
0.13,0.105,0.12581368692238554,0.00875179338087537
0.085,0.105,0.22692824064377232,0.03298720417784555
0.135,0.105,0.08773721060821517,0.004678001617894715
0.035,0.105,NaN,NaN
0.185,0.105,0.21702018241744342,0.0229886453112973
0.04,0.105,NaN,NaN
0.14,0.105,0.12225305296486637,0.008144174759263653
0.19,0.105,0.24851846223828714,0.02268456543289647
0.09,0.105,0.2828476223805337,0.04230205002360162
0.145,0.105,0.13586760123297062,0.010475637266624996
0.045,0.105,0.40611733462204314,0.1596964558215428
0.195,0.105,0.24713175973617246,0.019814712278354595
0.095,0.105,0.20729717467222314,0.024463327841929266
0.05,0.105,0.5047995123066783,0.15616197149784197
0.15,0.105,0.12200253429592854,0.008237702976162836
0.2,0.105,0.24491398332653658,0.019315374760231586
0.1,0.105,0.151322650140173,0.011827927633771705
0.155,0.105,0.11100277017887371,0.00742849781065665
0.055,0.105,0.419587348321222,0.10060474490974357
0.105,0.105,0.09310317116994767,0.004822684686443331
0.01,0.11,NaN,NaN
0.06,0.11,0.2628731672906576,0.04701847437453015
0.11,0.11,0.09298452388217471,0.004777128561801679
0.16,0.11,0.19494531298408233,0.02207674802258252
0.065,0.11,0.24890469222523523,0.0384700204317412
0.015,0.11,NaN,NaN
0.115,0.11,0.10224845890438745,0.0058162358250160116
0.165,0.11,0.19408733763020095,0.02333148519913007
0.02,0.11,NaN,NaN
0.07,0.11,0.2063894377919496,0.023765576809979372
0.17,0.11,0.16736103815943712,0.016276031611199917
0.12,0.11,0.13631632866979634,0.009272257684075252
0.025,0.11,NaN,NaN
0.075,0.11,0.17137654716518913,0.017906801182816883
0.175,0.11,0.17496443876768902,0.017784073376561092
0.125,0.11,0.17072799161121746,0.013365210747865976
0.08,0.11,0.15900222525773514,0.01450337094952246
0.03,0.11,NaN,NaN
0.18,0.11,0.18638303062318012,0.01860681820386029
0.13,0.11,0.12018114388516551,0.008616924192161838
0.035,0.11,NaN,NaN
0.085,0.11,0.23058693009829123,0.03033083153594447
0.135,0.11,0.08181578687155025,0.0038382716592516995
0.185,0.11,0.21931212102099867,0.02427275340571424
0.14,0.11,0.1061587482401585,0.00603658414897216
0.04,0.11,NaN,NaN
0.09,0.11,0.27301991633516043,0.040894514261939074
0.19,0.11,0.24351034570534505,0.02410753277388896
0.045,0.11,NaN,NaN
0.095,0.11,0.2164458404025769,0.025845560379157233
0.145,0.11,0.1365658569401049,0.010915488235547915
0.195,0.11,0.2551683694028954,0.021931539158806322
0.1,0.11,0.15903017348302642,0.013003589017101405
0.05,0.11,0.44523891936653215,0.13651225290838823
0.2,0.11,0.2459298552911821,0.019652229998241698
0.15,0.11,0.1220061212887561,0.008348991003816563
0.155,0.11,0.11008413432075606,0.007326702699960051
0.105,0.11,0.0935440367377821,0.00502163168798394
0.055,0.11,0.3975616743947524,0.0951328924117101
0.16,0.115,0.197487800187337,0.02304265989970177
0.01,0.115,NaN,NaN
0.11,0.115,0.09475418822652373,0.005200321386012154
0.06,0.115,0.2656577147730877,0.054185974190230336
0.015,0.115,NaN,NaN
0.165,0.115,0.18196069551405264,0.019990017793204886
0.115,0.115,0.09909585461333179,0.005588819882107471
0.065,0.115,0.23949227444069116,0.034226511669166036
0.17,0.115,0.1736145947654677,0.017530623565593706
0.02,0.115,NaN,NaN
0.12,0.115,0.13586683003673336,0.009113333192852879
0.07,0.115,0.20552184430520154,0.02415385585400253
0.025,0.115,NaN,NaN
0.175,0.115,0.1727517000249554,0.01773691634096802
0.125,0.115,0.17053578261125155,0.013093743337045079
0.075,0.115,0.16976588036943818,0.018152920820150204
0.18,0.115,0.1812115230246702,0.017714521625711514
0.03,0.115,NaN,NaN
0.13,0.115,0.11463709140549419,0.007072203448774836
0.08,0.115,0.15357314359823987,0.013067534306988772
0.035,0.115,NaN,NaN
0.185,0.115,0.21529553154096367,0.02179539506847007
0.135,0.115,0.0715280701115062,0.0029954346059925486
0.085,0.115,0.23287675333500726,0.032307781487765044
0.04,0.115,NaN,NaN
0.19,0.115,0.23673573026035344,0.02235066742084824
0.14,0.115,0.0923552530975369,0.00492563040496976
0.09,0.115,0.2787099461613965,0.04092113191621503
0.195,0.115,0.23681136472174438,0.02185511825833208
0.045,0.115,0.2878981742476253,0.0593465080846602
0.145,0.115,0.13235697860626897,0.009641195780024425
0.095,0.115,0.21435493208034187,0.02675284627114873
0.15,0.115,0.11797662006904093,0.00807493483902435
0.05,0.115,0.4892086505117796,0.15469835771273588
0.2,0.115,0.24732604260010788,0.022556571854142945
0.1,0.115,0.15822643786304783,0.013094047491697557
0.105,0.115,0.09631356286325385,0.005357670363102723
0.155,0.115,0.11687266488101379,0.008631263192756517
0.055,0.115,0.4003323222491897,0.09457780171751899
0.06,0.12,0.267284851782544,0.04854819637900014
0.01,0.12,NaN,NaN
0.11,0.12,0.09058238029111805,0.00473456673982691
0.16,0.12,0.20084380334499735,0.0236139718515406
0.015,0.12,NaN,NaN
0.115,0.12,0.09690765440294401,0.005136936117687789
0.065,0.12,0.24317592461322649,0.03297150125273363
0.165,0.12,0.17987650856043172,0.018403643250617323
0.07,0.12,0.21036285602885463,0.022885708409872703
0.12,0.12,0.13053268759399883,0.008916816011065767
0.02,0.12,NaN,NaN
0.17,0.12,0.18699382963820965,0.020163738690962416
0.075,0.12,0.17546272786343559,0.017939970714384548
0.125,0.12,0.17010971096096064,0.012213556250066001
0.025,0.12,NaN,NaN
0.175,0.12,0.17306898879273877,0.016609682388654033
0.03,0.12,NaN,NaN
0.13,0.12,0.1121348402299079,0.007544789318387028
0.18,0.12,0.17967308205969607,0.018899928986783363
0.08,0.12,0.1499537467443375,0.012722637885838689
0.035,0.12,NaN,NaN
0.135,0.12,0.06388751461820831,0.0024702513354523674
0.185,0.12,0.21317380047390105,0.02116173082309623
0.085,0.12,0.24642239509534242,0.03413328210938962
0.04,0.12,NaN,NaN
0.14,0.12,0.08515961727707254,0.004533797634484591
0.19,0.12,0.22863439423111045,0.022327660837202605
0.09,0.12,0.25859926391326943,0.037325099571366774
0.145,0.12,0.1197400852185144,0.0083351336659008
0.045,0.12,0.22108859776089365,0.04693935003324945
0.195,0.12,0.2436342887900516,0.02405135081370497
0.095,0.12,0.20757783222560236,0.024422718292647437
0.05,0.12,0.4564939982217406,0.1429483217400775
0.15,0.12,0.11594591087261821,0.008211321299813017
