"exc","inh","means","vars"
0.112,0.05,0.13866238635339817,0.01145433775581311
0.256,0.05,0.09047869950488514,0.006296915748273092
0.193,0.05,0.24462162556277317,0.01875904905697245
0.238,0.05,0.10712263192574158,0.007005812420133822
0.076,0.05,0.18390817676182342,0.01956316511521541
0.292,0.05,0.18127361277887855,0.016785344995671324
0.085,0.05,0.16060169461777946,0.026718299475581683
0.229,0.05,0.15711132870704697,0.011723176110256629
0.121,0.05,0.22259859852112565,0.026521570240006093
0.211,0.05,0.2364136698149992,0.023489838155678643
0.283,0.05,0.11158423699257423,0.006384306146059787
0.01,0.05,NaN,NaN
0.184,0.05,0.2150355330522784,0.014551905587598937
0.175,0.05,0.13976532278215997,0.011088752183595573
0.166,0.05,0.16640397350074318,0.01778498960707344
0.22,0.05,0.1849981985886276,0.016345840744520855
0.148,0.05,0.10780138818069838,0.007660089105097876
0.265,0.05,0.09020998505496579,0.006332452120793509
0.03,0.05,NaN,NaN
0.058,0.05,0.6987746960036539,0.3592368074722175
0.02,0.05,NaN,NaN
0.139,0.05,0.1202916687124219,0.00822363114767022
0.103,0.05,0.11478261618440296,0.007927716819173203
0.202,0.05,0.25493102429941367,0.02083044183589251
0.13,0.05,0.12203797390712648,0.008369424590920273
0.067,0.05,0.24654650865751188,0.037105124377351695
0.247,0.05,0.09296521681304955,0.006136281411381369
0.094,0.05,0.19128397089883262,0.020188470703662167
0.157,0.05,0.08876621277953485,0.0044672530142917475
0.049,0.05,0.6566071622804884,0.3068859214626377
0.274,0.05,0.0913880683396892,0.006209020213291185
0.04,0.05,NaN,NaN
0.257,0.05,0.09041969075220888,0.006284103521258988
0.077,0.05,0.1996854201160224,0.021525055413330257
0.239,0.05,0.10421591318371501,0.0067533648406118115
0.194,0.05,0.24519168990887613,0.01753029757318703
0.23,0.05,0.1573840257803544,0.011901030575450918
0.212,0.05,0.2341255296883606,0.023517611373369645
0.011,0.05,NaN,NaN
0.122,0.05,0.21266711702035226,0.023294503730633694
0.167,0.05,0.1496346716349169,0.014543466775321635
0.113,0.05,0.14558352812302106,0.013023464127413356
0.031,0.05,NaN,NaN
0.086,0.05,0.18787362282282088,0.03986982996896075
0.14,0.05,0.12492822939744448,0.009141627429992544
0.293,0.05,0.1782933661009077,0.017046071230482723
0.149,0.05,0.10672552444241877,0.007355915496560577
0.021,0.05,NaN,NaN
0.059,0.05,0.6352517081301593,0.3009965388507428
0.284,0.05,0.11541036216911348,0.00680246764898746
0.176,0.05,0.1499869624032081,0.011511352144218742
0.185,0.05,0.2199263854487247,0.014486826700432645
0.221,0.05,0.1886076629468694,0.017390377862207596
0.104,0.05,0.1055191051201384,0.006329647269635631
0.203,0.05,0.24938552044782583,0.021828224569430794
0.041,0.05,NaN,NaN
0.05,0.05,0.7797080624217347,0.39319476136053405
0.266,0.05,0.09015125512179001,0.006315114985189766
0.275,0.05,0.09208294000109699,0.006168098647358014
0.068,0.05,0.22484492780533633,0.030316015381144788
0.248,0.05,0.09259911198001658,0.006185286914076604
0.095,0.05,0.17408373622577195,0.0167346997765375
0.158,0.05,0.09067026050421198,0.004901483648221386
0.131,0.05,0.11673445897096515,0.007494453854105647
0.24,0.05,0.10161491935411242,0.0065736818422302635
0.258,0.05,0.09015191736668683,0.00628237785237525
0.012,0.05,NaN,NaN
0.078,0.05,0.20891506547076924,0.02432092305100415
0.195,0.05,0.2440411379117007,0.017677442639551153
0.231,0.05,0.15388504467082023,0.010735119232189044
0.087,0.05,0.2301466824474279,0.04529574232458681
0.213,0.05,0.22996951971268445,0.02262700438551618
0.123,0.05,0.20932848300501444,0.023157937373210563
0.168,0.05,0.1349235587247479,0.010645209653692408
0.022,0.05,NaN,NaN
0.285,0.05,0.1224830540727699,0.007331189555077652
0.177,0.05,0.15513909319822936,0.011365465819479642
0.204,0.05,0.25239463130751666,0.0222364704423048
0.141,0.05,0.12704567248217044,0.009046844793630307
0.032,0.05,NaN,NaN
0.294,0.05,0.17903555257312395,0.01762909616144821
0.267,0.05,0.09013876063349358,0.006314375598689096
0.15,0.05,0.09482388799663465,0.0059283348983118055
0.276,0.05,0.0944848680465632,0.006059424045991147
0.186,0.05,0.2267555335266857,0.016134403037730272
0.096,0.05,0.16849822633657316,0.015162473752903425
0.222,0.05,0.17338522974406126,0.01528133965237341
0.105,0.05,0.11980072824941357,0.00813072280931857
0.051,0.05,0.7764923252843806,0.4017582641374169
0.06,0.05,0.6296534490694905,0.2805356442827784
0.114,0.05,0.16173739107227098,0.015579991563456892
0.249,0.05,0.09240812054020887,0.006202716095162147
0.042,0.05,NaN,NaN
0.241,0.05,0.09899128884287525,0.006323723359316588
0.013,0.05,NaN,NaN
0.159,0.05,0.1100156449565249,0.007906401532605264
0.069,0.05,0.21940649163097548,0.02807390887689476
0.079,0.05,0.19898030449403414,0.023037648406075955
0.259,0.05,0.09024276608923731,0.006279151204582662
0.088,0.05,0.29180976072016473,0.051810306955669856
0.132,0.05,0.11551758655711111,0.007768829542495721
0.232,0.05,0.15032983223937965,0.011013249087683277
0.214,0.05,0.2158894771519566,0.021567260372188302
0.286,0.05,0.12639939766869787,0.008218702138995662
0.196,0.05,0.2478242823639498,0.018050288786235335
0.169,0.05,0.13234033204427229,0.009970152217354616
0.124,0.05,0.19324770648196116,0.02108583961839618
0.023,0.05,NaN,NaN
0.033,0.05,NaN,NaN
0.277,0.05,0.09447911096974966,0.006092773034983054
0.187,0.05,0.23659419009522237,0.016022536633950875
0.178,0.05,0.1629830142352202,0.012227637820580697
0.106,0.05,0.12795238315110433,0.009905109238310473
0.25,0.05,0.09195641475207303,0.006207232980569064
0.142,0.05,0.12447043821609781,0.009196050352303363
0.295,0.05,0.18992212711629455,0.018515944048600137
0.205,0.05,0.24891422458336182,0.022793256759534575
0.268,0.05,0.0903585860998553,0.006343575493980956
0.151,0.05,0.09300085328495475,0.005770695059483949
0.223,0.05,0.16801891644164965,0.01409832144315146
0.014,0.05,NaN,NaN
0.242,0.05,0.0966795830840957,0.006127637232339564
0.097,0.05,0.1583269420783184,0.014694142286090268
0.052,0.05,0.5650542032912551,0.27534152638021187
0.115,0.05,0.1698988899972306,0.015178615821130115
0.043,0.05,NaN,NaN
0.089,0.05,0.30103270122456527,0.053519942323499395
0.16,0.05,0.14122950415179075,0.012978513388944946
0.233,0.05,0.14546297138418954,0.010055384981862056
0.08,0.05,0.202498630861036,0.02377510529270116
0.26,0.05,0.09013428795934376,0.006299382523136921
0.061,0.05,0.48758467857616455,0.18440610881036232
0.07,0.05,0.20521213437853605,0.02732166234237699
0.287,0.05,0.13468514837323362,0.009113135601524646
0.133,0.05,0.11273858880974617,0.007229373990043091
0.215,0.05,0.21113831723114102,0.020130070814274904
0.034,0.05,NaN,NaN
0.197,0.05,0.24588787769093592,0.017524940354536257
0.024,0.05,NaN,NaN
0.17,0.05,0.1422988454467071,0.010788285151391736
0.107,0.05,0.11667322502012682,0.007536343752356926
0.278,0.05,0.09535286890740188,0.005805479118566727
0.251,0.05,0.09131241983045195,0.006194505548240138
0.125,0.05,0.1830341516404874,0.01980797758747169
0.143,0.05,0.12512885896226483,0.009579292297274488
0.188,0.05,0.24191878586845142,0.018344295335086525
0.015,0.05,NaN,NaN
0.224,0.05,0.16273545134706965,0.013885587240365082
0.179,0.05,0.17035322930173238,0.012666283861091492
0.116,0.05,0.1903649566851046,0.019529049886968
0.206,0.05,0.2521775113660844,0.024274361610004815
0.296,0.05,0.19507895104080777,0.019984533718699425
0.269,0.05,0.09028529011736827,0.006280049163910809
0.044,0.05,NaN,NaN
0.098,0.05,0.15689663984642666,0.01386069706427646
0.152,0.05,0.08742463764022028,0.004923143669563321
0.243,0.05,0.09583653417143727,0.006185347258952018
0.234,0.05,0.13360963237530135,0.009155179636185298
0.261,0.05,0.09012320042715258,0.006288155900320448
0.09,0.05,0.2783443665685507,0.04304026828193134
0.053,0.05,0.6566660382672227,0.3182617610773422
0.062,0.05,0.5143177060860407,0.1991210271075696
0.071,0.05,0.18121910590113247,0.020595262428279127
0.134,0.05,0.11354745588309435,0.007544335116263521
0.081,0.05,0.22152413097927,0.029543580475970558
0.288,0.05,0.14706429053420655,0.010875739316620494
0.161,0.05,0.18124405738479052,0.02186626885497963
0.035,0.05,NaN,NaN
0.216,0.05,0.20492919729238265,0.020207945733471004
0.025,0.05,NaN,NaN
0.171,0.05,0.14724919097139202,0.012076584911697564
0.198,0.05,0.24643688385250434,0.019112950386741972
0.108,0.05,0.12399353950955527,0.009006030168314317
0.252,0.05,0.09155305323082452,0.006202092876052774
0.189,0.05,0.23599678630450183,0.016877214755879538
0.18,0.05,0.17676854911147774,0.013387236274551528
0.144,0.05,0.12308780054646788,0.008965592107630779
0.279,0.05,0.09723067825826194,0.005800277400583823
0.016,0.05,NaN,NaN
0.126,0.05,0.16515574412667827,0.017256188067741412
0.045,0.05,0.6996253488594836,0.2979902156112627
0.297,0.05,0.16353616657241674,0.016013296783186595
0.207,0.05,0.2507413912610617,0.023714335582497515
0.099,0.05,0.1502364233738175,0.01316085518197691
0.225,0.05,0.16294996159396444,0.01245316353434274
0.235,0.05,0.13091668818186245,0.008975111458946217
0.262,0.05,0.09022331712929478,0.006325422691967198
0.091,0.05,0.25979124177053053,0.037560038841503725
0.117,0.05,0.1846328920333869,0.018660278100877375
0.27,0.05,0.0904491629838952,0.006295975001649831
0.153,0.05,0.08436184539587485,0.004176984465274017
0.135,0.05,0.11574761648504735,0.007204581655378905
0.082,0.05,0.21192555988556208,0.03098296303453286
0.244,0.05,0.09550817255530539,0.006359160761797112
0.036,0.05,NaN,NaN
0.072,0.05,0.19083001690493331,0.02052994784232092
0.054,0.05,0.6847666925685791,0.3307131232764754
0.289,0.05,0.15636900450278857,0.011835182476335611
0.063,0.05,0.5461885871243876,0.247511371177309
0.172,0.05,0.1531257462851455,0.011969659813275768
0.162,0.05,0.22602909571559224,0.030533894073842542
0.199,0.05,0.25117015728767794,0.01908569195480302
0.253,0.05,0.09087390184194369,0.006217937189810593
0.026,0.05,NaN,NaN
0.109,0.05,0.13156451081886741,0.010403716560456877
0.217,0.05,0.2082119829577227,0.019634432847663356
0.19,0.05,0.24255403451165763,0.01679564867965819
0.145,0.05,0.12317598309530323,0.009648889224523768
0.017,0.05,NaN,NaN
0.28,0.05,0.10118106307926181,0.005899502663376591
0.046,0.05,0.7677118194058963,0.3948395007542667
0.208,0.05,0.2543093896804848,0.025087197953565822
0.181,0.05,0.1873557297485093,0.013485670087076171
0.1,0.05,0.1397634127253307,0.011988349824161759
0.226,0.05,0.16649471732546756,0.014018385255789764
0.298,0.05,0.13928581635164441,0.011145856765412571
0.118,0.05,0.20262955249639422,0.022467013569727606
0.127,0.05,0.13958487841824255,0.012015715618677092
0.271,0.05,0.09056931154183966,0.0062678618575914445
0.236,0.05,0.11925379494511228,0.007652434472392111
0.263,0.05,0.09014427291480917,0.006309474627407577
0.154,0.05,0.08163544951100754,0.004088088325323221
0.073,0.05,0.17537730099411888,0.01833917958296575
0.136,0.05,0.1181213155024595,0.007915740751841356
0.037,0.05,NaN,NaN
0.092,0.05,0.2253225276043361,0.027104305134507078
0.29,0.05,0.16537988288738803,0.013819404565492467
0.245,0.05,0.09448618377800654,0.006150768389355661
0.055,0.05,0.7114787983586456,0.35423920347100735
0.083,0.05,0.18811572583336916,0.029351641178842678
0.173,0.05,0.14049751345091493,0.010666687504834732
0.064,0.05,0.5133695017537544,0.21581876123818627
0.254,0.05,0.09066571690843254,0.006309139400434238
0.2,0.05,0.24661667543974092,0.019551932496316964
0.11,0.05,0.13403175138990595,0.010794032000989884
0.163,0.05,0.25562320463051036,0.03662905559106915
0.027,0.05,NaN,NaN
0.146,0.05,0.12571992345560754,0.009906661192550391
