,0.00e+00,1.50e-03,3.00e-03
0,0.00015991931681556858,0.0002011224630428148,0.00025628432208236877
1,0.00015991931681556858,0.0002011224630428148,0.00025628432208236877
2,0.00015991931681556858,0.0002011224630428148,0.00025628432208236877
4,0.00015991931681556858,0.0002011224630428148,0.00025628432208236877
8,0.00015991931681556858,0.0002011224630428148,0.00025628432208236877
16,0.00015991931681556858,0.0002011224630428148,0.0002819104095768028
32,0.00017977029646836342,0.0001985684046610235,0.00015651829827948712
