,0.00e+00,1.50e-03,3.00e-03
0,0.00016102956629048673,0.00017938407652922368,0.000207981088817398
1,0.00016102956629048673,0.00017938407652922368,0.000207981088817398
2,0.00016102956629048673,0.00017938407652922368,0.000207981088817398
4,0.00016102956629048673,0.00017938407652922368,0.000207981088817398
8,0.00016102956629048673,0.00017938407652922368,0.000207981088817398
16,0.00016102956629048673,0.00017938407652922368,0.000207981088817398
32,0.00018231903059648982,0.0001682090540155876,0.00022159039551336194
