,0.00e+00,1.50e-03,3.00e-03
0,0.00015909124396780425,0.00019195829686545994,0.0002600509685272827
1,0.00015909124396780425,0.00019195829686545994,0.0002600509685272827
2,0.00015909124396780425,0.00019195829686545994,0.0002600509685272827
4,0.00015909124396780425,0.00019195829686545994,0.0002600509685272827
8,0.00015909124396780425,0.00019195829686545994,0.0002600509685272827
16,0.00015909124396780425,0.00019195829686545994,0.0002600509685272827
32,0.00018090817013510137,0.0001390520764279616,0.00017984839288077067
