,0.00e+00,1.50e-03,3.00e-03
0,0.00016094396035432813,0.00014674524885796773,0.0002775918323642661
1,0.00016094396035432813,0.00014674524885796773,0.0002775918323642661
2,0.00016094396035432813,0.00014674524885796773,0.0002775918323642661
4,0.00016094396035432813,0.00014674524885796773,0.0002775918323642661
8,0.00016094396035432813,0.00014674524885796773,0.0002775918323642661
16,0.00016094396035432813,0.00014674524885796773,0.0002775918323642661
32,0.00018137743775475262,0.0001550735762025812,0.00020125917474454798
