,0.00e+00,1.50e-03,3.00e-03
0,0.00015965291541050728,0.0002110587231333748,0.0002561692152388594
1,0.00015965291541050728,0.0002110587231333748,0.0002561692152388594
2,0.00015965291541050728,0.0002110587231333748,0.0002561692152388594
4,0.00015965291541050728,0.0002110587231333748,0.0002561692152388594
8,0.00015965291541050728,0.0002110587231333748,0.0002561692152388594
16,0.00015965291541050728,0.0002110587231333748,0.0002658230084722267
32,0.0001796438158920606,0.00018919650473735592,0.0002091448430237802
